id,herb_hindi,synonyms,herb_english,botanical_name,varga_category,classical_properties,raw_karma_sanskrit,english_symptoms,hindi_symptoms,blocking_issues,warnings
BPN_0006,अथ हरीतकीगुणानाह,,,,हरीतक्यादिवर्गः,"Rasa: पञ्चरस अलवण तुवर कषाय | Guna: रूक्ष, लघु | Virya: उष्ण | Vipaka: मधुर/स्वादु","दीपनी, मेध्या, रसायनी, चक्षुष्या, आयुष्या, बृंहणी, अनुलोमिनी,   श्वास, कास, प्रमेह, अर्श, कुष्ठ, शोथ, उदरक्रिमी  वैस्वर्य, ग्रहणीरोग, विबन्ध,विषमज्वर,  गुल्म, आध्मान, तृषा, छर्दि, हिक्का, कण्डू, हृदामय,  कामला, शूल, अनाह, प्लीह, यकृत्,  अश्मरी, मूत्रकृच्छ्र, मूत्राघात",,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0007,अथ हरीतक्याः प्रभावनिबन्धनं दोषहन्तृत्वं न तु रसनिबन्धनमित्याह,,,,हरीतक्यादिवर्गः,"Rasa: स्वादु, तिक्त, कषाय, अम्ल, कटु","पित्तहृत्, कफहृत्, वातहृत्, त्रिदोषहन्तृत्व",,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0008,अथ हरीतक्यां तद्रसादीनां स्थानान्याह,,,,हरीतक्यादिवर्गः,Rasa: पथ्याया मज्जनि – स्वादु; स्नाय्वाम् – आम्ल; वृन्ते – तिक्त; त्वचि – कटु; अस्थि - तुवर,,,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_0009,अथ उत्तमहरीतक्या लक्षणान्याह,,,,हरीतक्यादिवर्गः,"Guna: स्निग्धा, घना, वृत्तागुर्वी","क्षिप्ता, अम्भसि - अतिगुणप्रदा",,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0010,अथ हरीतक्याः प्रयोगभेदेन फलभेदानाह,,,,हरीतक्यादिवर्गः,,"अग्निवर्धका, मलशोधिनी, स्विन्ना, संग्राहिणी, पथ्या, भृष्टा, त्रिदोषनुत्, बुद्धिबल-इन्द्रिय-उन्मीलिनी, पित्तकफननिर्मूलिनी, मूत्र-शकृत् -लविस्रंसिनी, अन्नपानकृतदोष-अन्वात-पित्त-कफोद्भव आशुहरा, लवणेन कफहरा, सशर्करया पित्तहरा, घृतेन वातजान्, गुडान्वितसर्वरोगहर",,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0011,विभीतकः (त्रिलिङ्गकः),"अक्ष, कर्षफल, कलिद्रुम, भूतवास, कलियुगालय",,,हरीतक्यादिवर्गः,"Rasa: कषाय | Guna: शीतल, रूक्ष, लघु | Virya: उष्ण | Vipaka: मधुर","कफपित्तनुत्, भेदन, कासनाशन, नेत्रहित, केश्य, कृमिवैस्वर्यनाशन, मज्जा-तृट्-छर्दि-कफवातहर, मदकृत्",,,MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0021,आर्द्रम्,,,,हरीतक्यादिवर्गः,"Rasa: , कटु, | Guna: गुरु, तीक्ष्ण | Virya: उष्ण | Vipaka: मधुर","श्लेष्मप्रसेकि, अपित्तल",,,CONTEXT_DEPENDENT_HEADWORD,
BPN_0027,पञ्चकोलम्,,,,हरीतक्यादिवर्गः,Rasa: कटु | Guna: तीक्ष्ण | Virya: उष्ण | Vipaka: कटु,"रुचिकृत्, पाचन, श्रेष्ठ, दीपन, कफ-वातनुत्, गुल्म-प्लीह-उदरानाह-शूलघ्न, पित्तकोपन",,,MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0033,कृष्णजीरक,"कृष्णजीर, सुगन्ध, उद्गारशोधन",,,हरीतक्यादिवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0034,कालिका,"कालाजाजी, सुषवी, कालिका, उपकालिका, पृथ्वीका, कारवी, पृथ्वी, पृथु, कृष्णा, उपकुञ्चिका, उपकुञ्ची, कुञ्ची, बृहज्जीरक",,,हरीतक्यादिवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0036,आर्द्रम्,,,,हरीतक्यादिवर्गः,Rasa: स्वादु,पित्तनाशन,,,CONTEXT_DEPENDENT_HEADWORD,
BPN_0039,मेथी-वनमेथी,"मेथिका, मेथिनी, मेथी, दीपनी, बहुपत्रिका, बोधिनी, बहुबीजा, ज्योतिः, गन्धफला, वल्लरी, चन्द्रिका, मन्था, मिश्रपुष्पा, कैरवी, कुञ्जिका, बहुपर्णी, पीतबीजा, मुनिच्छदा",,,हरीतक्यादिवर्गः,,"वातशामनी, श्लेष्मघ्नी, ज्वरनाशिनी, स्वल्पगुणवती",,,MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0044,पारसीक (खुरासानी),,,,हरीतक्यादिवर्गः,,वातहर,,,MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0047,महाभरीवचा (कुलिञ्जन),,,,हरीतक्यादिवर्गः,,"कफ-कासनुत्, सुस्वरत्वकरी, रुच्या, हृत्कण्ठ-मुखशोधिनी",,,MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0048,अथ अपरा सुगन्धा स्थूलग्रन्थिः यस्या लोके महाभरी इति नाम तस्या गुणानाह,,,,हरीतक्यादिवर्गः,,हीनगुणा,,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0052,हपुषा,"अश्वत्थाफला, मत्स्यगन्धा, प्लीहहन्त्री, विषघ्नी, ध्वाङ्क्षनाशिनी",,,हरीतक्यादिवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0058,अष्टवर्गः,,,,हरीतक्यादिवर्गः,Rasa: स्वादु | Guna: गुरु | Virya: शीत,"बृंहण, शुक्रल, भग्नसन्धानकृत्, काम-कफ-बला-सबल-वर्द्धन, वात-पित्त-अस्रतृड्-दाह-ज्वर-मेहक्षयप्रणुत्",,,MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0061,ऋषभक,"ऋषभ, वृषभ, धीर, विषाणी, द्राक्ष",,,हरीतक्यादिवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0064,महामेदा,"महामेदा, वसुच्छिद्रा, त्रिदन्ती, देवतामणि",,,हरीतक्यादिवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0067,क्षीरकाकोली,"शुक्ला, क्षीरकाकोली, वयस्था, क्षीरवल्लिका, क्षीरिणी, धीरा, क्षीरशुक्ला, पयस्विनी",,,हरीतक्यादिवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0068,ऋद्धिवृद्ध्यौ,"योग्य, सिद्धि, लक्ष्मी",,,हरीतक्यादिवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0088,भार्गी (भारङ्गी),"भार्गी, भृगुभवा, पद्मा, फञ्जी, ब्राह्मणयष्टिका, ब्राह्मणी, अङ्गारवल्ल, खरशाक, हञ्जिका",,,हरीतक्यादिवर्गः,"Rasa: कटु, तिक्त, तुवर | Guna: रूक्ष, लघु | Virya: उष्ण","पाचनी, दीपनी, गुल्म-रक्तदोष-शोथ-कास-कफ-श्वास-पीनस-ज्वर-मारुतहर",,,MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0102,तत्फलम्,,,,हरीतक्यादिवर्गः,Rasa: कटु | Virya: उष्ण,कुष्ठ-कण्डू-दद्रु-विषा-अनिल-गुल्म-कास-क्रिमि-श्वास-नाशन,,,CONTEXT_DEPENDENT_HEADWORD,
BPN_0105,पट्टिकालोध्रः,"पट्टिकालोध्र, क्रमुक, स्थूलवल्कल, जीर्णपत्र, बृहत्पत्र, पट्टी, लाक्षा प्रसादन",,,हरीतक्यादिवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0106,लशुना,"रसोनः, उग्रगन्धः, अरिष्टः, म्लेच्छकन्दः, यवनेष्टः, रसोनकः",,,हरीतक्यादिवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0107,अथ लशुने रसस्थानान्याह,,,,हरीतक्यादिवर्गः,,पत्रेषु तिक्त; मूलेषु कटु; नाले कषाय; नालाग्रे  लवण; बीजे मधुर,,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0108,अथ लशुनगुणानाह,,,,हरीतक्यादिवर्गः,"Rasa: कटु, मधुर | Guna: स्निग्ध, तीक्ष्ण, गुरु | Virya: उष्ण | Vipaka: कटु","बृंहण, वृष्य, पाचन, सर, भग्नसन्धानकृत्, कण्ठ्य, पित्ता-अस्रवृद्धिद, बलवर्णकर, मेधाहित, नेत्र्य, रसायन, हृद्रोग-जीर्ण-ज्वर-कुक्षि-शूल-विबन्ध-गुल्मा-अरुचि-कास-शोथ-दुर्नाम-कुष्ठानलसादजन्तु-समीरण-श्वास-कफह",,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0110,भल्लातकः,"भल्लातक, अरुष्क, अरुष्कर, अग्निक, अग्निमुखी, भल्ली, वीरवृक्ष, शोफकृत्",,,हरीतक्यादिवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0111,,,,,हरीतक्यादिवर्गः,"Rasa: स्वादु, कषाय | Guna: लघु, स्निग्ध, तीक्ष्ण | Virya: उष्ण | Vipaka: स्वादु","पाचन, छेदि, भेद, मेध्य, वह्निकर, कफ-वात-व्रणो-उदरकुष्ठा-आर्श-ग्रहणी-गुल्म-शोफा-आनाह-ज्वर-क्रिमीहर",,,MISSING_HEADWORD,
BPN_0115,अथ सामान्यतो भल्लातकगुणानाह,,,,हरीतक्यादिवर्गः,"Rasa: कषाय, मधुर | Guna: लघु | Virya: उष्ण","शुक्रल, वात-श्लेष्म-उदरा-आनाह-कुष्ठा-आर्श-ग्रहणी-गदा-गुल्म-ज्वर-श्वित्र-वह्निमान्द्य-कृमि-व्रणापह",,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0122,सामुद्रं लवणम्,"अक्षीव, वशिरा, समुद्रज, सागरज, लवणोदधिसम्भव",,,हरीतक्यादिवर्गः,"Rasa: तिक्त, मधुर, क्षार | Guna: गुरु, तीक्ष्ण | Virya: उष्ण | Vipaka: मधुर","दीपन, भेदि, विदाहि, श्लेष्मल, वातनुत्, नातिशीतल",,,MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0124,,,,,हरीतक्यादिवर्गः,"Guna: लघु, तीक्ष्ण, रूक्ष | Virya: उष्ण","दीपन, रुच्य, व्यवायि, विबन्धा-आनाह-विष्टम्भ-हृद्रुग्गौरव-शूलनुत्",,,MISSING_HEADWORD,
BPN_0126,खानिजं लवणम्,"औद्भिद, पांशुलवण",,,हरीतक्यादिवर्गः,"Rasa: कटु, क्षार | Guna: गुरु, स्निग्ध | Virya: शीतल",वातनाशन,,,MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0130,सुवर्चिका,"सौरक्षार, सूर्यक्षार, सौवर्चल, वह्न्युत्तेजक, सुवर्चिका, कर्पूर शिलाजतु",,,हरीतक्यादिवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0132,क्षारद्वयम्,,,,हरीतक्यादिवर्गः,,"उक्तगुणकृत्, गुल्महृत्, पलाशवज्रिशिखरिचिश्चाऽर्कतिलनालज गुल्मशूलहर",,,MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0141,चन्दनम्,"श्रीखण्ड, चन्दन, भद्रश्री, तैलपर्णिक, गन्धसार, मलयज चन्द्रद्युति",,,कर्पूरादिवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0142,अथ चन्दनस्य गुणानाह,,,,कर्पूरादिवर्गः,"Rasa: तिक्त | Guna: रूक्ष, लघु | Virya: शीत","आह्लादन, श्रम-शोष-विष-श्लेष्म-तृष्णा-पित्ता-अस्र-दाहनुत्",,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0151,पिण्डतगरम्,"पिण्डतगर, दण्डहस्ती, बर्हिण",,,कर्पूरादिवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0153,गुग्गुलुः,"गुग्गुलु, देवधूप, जटायु, कौशिक, पुर, कुम्भोलूखलक, महिषाक्ष, पलङ्कष",,,कर्पूरादिवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0155,सामान्यतो गुग्गुलुगुणानाह,,,,कर्पूरादिवर्गः,"Rasa: कषाय, कटु, तिक्त | Guna: रूक्ष, लघु, पिच्छिल | Virya: उष्ण | Vipaka: कटु","पित्तल, सर, पिच्छिल, भग्नसन्धानकृद्, वृष्य, सूक्ष्म, स्वर्य, रसायनः, दीपन, बल्यः कफ-वात-व्रणापची, मेदो-मेहाश्म-वात-क्लेद-कुष्ठ-आम-मारुत-पिडका-ग्रन्थि-शोफ-अशगण्डमालाकृमीञ्जय, वातोपशम, पित्तहा, कफजित्, सर्वदोषहा",,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0161,तुरुष्कः (शिलारसः),"तुरुष्क, सिह्लक, कपितैल, कपिनामक",,,कर्पूरादिवर्गः,"Rasa: कटु, स्वादु | Guna: स्निग्ध | Virya: उष्ण","शुक्र-कान्तिकृत्, वृष्य, कण्ठ्य, स्वेद-कुष्ठ-ज्वर-दाह-ग्रहापह",,,MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0171,"त्रिजातकं, चातुर्जातकम्","दालचीनी, इलायची, तेजपात",,,कर्पूरादिवर्गः,"Guna: लघु, रूक्ष, तीक्ष्ण | Virya: उष्ण","रोचन, मुखगन्धहृत्, पित्ताग्निकृत्, वर्ण्य, कफ-वात-विषापह",,,MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0174,नखं नखी,"नख, व्याघ्रनख, व्याघ्रायुध, चक्रकारक",,,कर्पूरादिवर्गः,"Rasa: स्वादु, कटु | Guna: लघु | Virya: उष्ण | Vipaka: कटु","ग्रह-श्लेष्म-वाता-अस्र-ज्वर-कुष्ठहृत्, शुक्रल, वर्ण्य, व्रणविषापह, अलक्ष्मी-मुखदौर्गन्ध्यहृत्",,,MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0175,बालम्,"बाल, ह्रीबेर, बर्हिष्ठ, उदीच्य, केशनाम, अम्बुनाम",,,कर्पूरादिवर्गः,"Guna: रूक्ष, लघु | Virya: शीत","दीपनपाचन, हृल्लास-रुचि-वीसर्प-हृद्रोगा-आम- अतिसारजित्",,,CONTEXT_DEPENDENT_HEADWORD,
BPN_0181,नगरमुस्तकम्,"क्रोडकसेरुक, भद्रमुस्त, गुन्द्रा, नागरमुस्तक",,,कर्पूरादिवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0185,"प्रियङ्गु, गन्धिप्रियङ्गु","प्रियङ्गु, फलिनी, कान्ता, लता, महिलाह्वया, गुन्द्रा, गन्धफला, श्यामा, विश्वक्सेनाङ्गना, प्रिया",,,कर्पूरादिवर्गः,"Rasa: तिक्त, तुवर | Virya: शीत","अनिलपित्तहृत्, रक्ता- अतीसार-दौर्गन्ध्य-स्वेद-दाह-ज्वरापहा, वान्ति-भ्रान्ति-अतिसारघ्नी, वक्त्रजाड्यविनाशिनी, गुल्मतृड्विष-मोहघ्नी, गन्धप्रियङ्गुकावत्",,,HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0186,अथ तत्फलगुणानप्याह,,,,कर्पूरादिवर्गः,"Rasa: मधुर, कषाय | Guna: रूक्ष, गुरु | Virya: शीत",विबन्ध-आध्मान-बलकृत्-संग्राहि-कफ-पित्तजित्,,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0190,अथ ग्रन्थिपर्णस्यैव भेदः।  तस्य नामानि गुणाँश्चाह,"निशाचर, धनहर, कितव, गणहासक, चोरक, शङ्कित, चण्ड, दुष्पत्र, क्षेमक, रिपु",,,कर्पूरादिवर्गः,"Rasa: मधु, तिक्त, कटु | Guna: लघु, तीक्ष्ण | Virya: शीत | Vipaka: कटु","हृद्य, कुष्ठ-कण्डू-कफा-अनिलापह, रक्षोऽश्री-स्वेद-मेदोऽ-अस्र-ज्वर-गन्ध-विष-व्रणापह",,,COMMENTARY_AS_HEADWORD|VERSE_OR_MULTILINE_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0205,अथ गम्भारी फलगुणानाह,,,,गुडूच्यादिवर्गः,"Rasa: तुवर, आम्ल | Guna: गुरु, स्निग्ध | Virya: शीत | Vipaka: स्वादु","बृंहण, वृष्य, केश्य, रसायन, वात-पित्त-तृषा-रक्त-क्षय-मूत्र-विबन्धनुत्, विशुद्धिकृत्, दाह-तृषा-वात-रक्त-पित्त-क्षत-क्षया-पह",,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0207,अथ तत्पुष्पफलयोर्गुणानाह,,,,गुडूच्यादिवर्गः,"Rasa: कषाय, मधुर | Virya: शीत","हृद्य, कफा-अस्रनुत्, पित्ता-अतिसार-हृत्, कण्ठ्य, हिक्का-अस्र-पित्तहृत्",,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0210,अथ शयेनाकस्य बालप्रौढफलयोर्गुणानाह,,,,गुडूच्यादिवर्गः,"Rasa: कषाय, मधुर | Guna: रूक्ष, लघु, गुरु","वात-कफापह, हृद्य, रोचन, दीपन, गुल्मा-आर्शः-कृमिहृत्, प्रौढ, वात-प्रकोपण",,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0215,कण्टकारी,"कण्टकारी, दुःस्पर्शा, क्षुद्रा, व्याघ्री, निदिग्धिका, कण्टालिका, कण्टकिनी, धावनी बृहती",,,गुडूच्यादिवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0216,अथ कण्टकारी गुणानाह,,,,गुडूच्यादिवर्गः,"Rasa: तिक्त, कटु | Guna: रूक्ष, लघु | Virya: उष्ण","सरा, दीपनी,  पाचनी, कास-श्वास-ज्वर-कफा-अनिलापह, पीनस-पार्श्वपीडा-कृमि-हृदामयापह",,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0217,अथ कण्टकारीद्वयफलगुणानाह,,,,गुडूच्यादिवर्गः,"Rasa: कटु, तिक्त | Guna: लघु | Vipaka: कटु","शुक्ररेचन, भेदि, पित्ता-ग्निकृत्, कफ-मरुत्-कण्डू-कास-मेद-कृमि-ज्वरा-पह",,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0218,अथ श्वेतपुष्पकण्टकार्या गुणानाह,,,,गुडूच्यादिवर्गः,,गर्भकारिणी,,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0225,जीवनीयगणः,,,,गुडूच्यादिवर्गः,Guna: गुरु | Virya: शीत,"शुक्रकृद्, बृंहणो, गर्भप्रद, स्तन्य-कफ-कृत्, पित्त-रक्त-हृत्, तृष्णा-शोष-ज्वर-दाह-रक्त-पित्त-व्यपोह",,,MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0226,शुक्ल-रक्त-एरण्डौ,"शुक्लैरण्ड, आमण्ड, चित्र, गन्धर्वहस्तक, पञ्चाङ्गुल, वर्धमान, दीर्घदण्ड, व्यडम्बक, वातारि, तरुण रुबूक -  रक्तैरण्ड, रुबूक, उरुबूक, रुबु, व्याघ्रपुच्छ, वातारि, चञ्जु और उतानपत्रक",,,गुडूच्यादिवर्गः,Rasa: मधुर | Guna: गुरु | Virya: उष्ण,"ब्रध्न-श्वास-कफा-आनाह-कास-कुष्ठा-आम-मारुत-नाशक, शूल-शोथ-कटी-बस्ति-शिरपीडो-उदरज्वरापह",,,MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0227,अथ एरण्डपत्राग्र पत्रफलमज्जगुणानाह,,,,गुडूच्यादिवर्गः,Rasa: कटु | Virya: उष्ण,"वातघ्न, कफ-क्रिमि-विनाशन, मूत्र-कृच्छ्र-हर, पित्त-रक्त-प्रकोपण,  वातार्यग्रदल-गुल्म-बस्ति-शूलहर, कफ-वात-कृमीहर, गुल्म-शूला-अनिलापह, यकृत्प्लीहो-उदरार्शोघ्न, दीपन, विडभेदी, वात-श्लेष्मो-उदरापह",,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0228,शुक्ल-रक्त-अर्कौ,"श्वेतांक, गणरूप, मन्दार, वसुक, श्वेतपुष्प, सदापुष्प, अलर्क प्रतापस -  रक्तार्क, अर्कनामा , अर्कपर्ण, विकीरण, रक्तपुष्प, शुक्लफल तथा आस्फोट",,,गुडूच्यादिवर्गः,,"सर, वात-कुष्ठ-कण्डू-विष-व्रणा-पह, प्लीह-गुल्मा-आर्श-श्लेष्मो-उदर-शकृत्-कृमीहर",,,MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0229,अथ शुक्लरक्तार्कयोः पुष्पगुणानाह,,,,गुडूच्यादिवर्गः,"Rasa: मधुर, तिक्त","वृष्यं लघु दीपनपाचनम् अरोचकप्रसेकार्शः कास-श्वास-निवारणम्, कुष्ठ-कृमिघ्न, कफ-नाशन, अर्श, विषहन, रक्तपित्त, संग्राहि, गुल्म-श्वयथ-हितकर",,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0230,अथ अर्कदुग्धगुणानाह,,,,गुडूच्यादिवर्गः,"Rasa: तिक्त, लवण | Guna: स्निग्ध, लघु | Virya: उष्ण","कुष्ठ-गुल्मो-उदरहर, श्रेष्ठमेतद्विरेचन",,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0232,अथ स्नुहीदुग्धगुणानाह,,,,गुडूच्यादिवर्गः,"Rasa: कटु | Guna: स्निग्ध, लघु | Virya: उष्ण",गुल्मि-कुष्ठि-उदररोगि-विरेका-दीर्घरोगिहितकर,,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0235,श्वेत-रक्त-करवीरौ,"करवीर, श्वेतपुष्प, शतकुम्भ अश्वमारक",,,गुडूच्यादिवर्गः,"Rasa: तिक्त, कषाय, कटु | Virya: उष्ण","व्रण-लाघवकृन्नेत्रकोप-कुष्ठ-व्रणापह, कृमिकण्डूघ्न, भक्षितविषवत्",,,MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0240,पत्रम्,,,,गुडूच्यादिवर्गः,Vipaka: कटु,"नेत्र्य, कृमि-पित्त-विष-प्रणुत्, वातल, सर्वारोचक-कुष्ठनुत्",,,CONTEXT_DEPENDENT_HEADWORD,
BPN_0241,फलम्,,,,गुडूच्यादिवर्गः,"Rasa: तिक्त, कटु | Guna: स्निग्ध, लघु | Virya: उष्ण | Vipaka: कटु","कुष्ठघ्न, गुल्म-आर्श-कृमि-मेह-नुत्",,,CONTEXT_DEPENDENT_HEADWORD,
BPN_0244,पत्रम्,,,,गुडूच्यादिवर्गः,,"पित्तरोगघ्न, कर्णव्याधिविनाशन",,,CONTEXT_DEPENDENT_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0247,अथ शिग्रुवल्कलपत्रस्वरसगुणानाह,,,,गुडूच्यादिवर्गः,,स्वरसपरमार्त्तिहृत्,,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0248,अथ शिग्रुबीजगुणानाह,,,,गुडूच्यादिवर्गः,Guna: तीक्ष्ण | Virya: उष्ण,"चक्षुष्य, विषनाशन, अवृष्य, कफ-वातघ्न, शिरोऽर्त्तिनुत्",,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0249,श्वेत-नील-अपराजिता,"आस्फोता, गिरिकर्णी, विष्णुकान्ता और अपराजिता",,,गुडूच्यादिवर्गः,"Guna: तिक्त, कटु, कषाय | Virya: शीत | Vipaka: कटु","मेध्य, कण्ठ्य, सुदृष्टिद, कुष्ठ-मूत्र-अग्निदोषा-आम-शोथ-व्रण-विषापह, स्मृतिबुद्धिद",,,MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0251,अथ सिन्दुवारपत्रगुणानाह,,,,गुडूच्यादिवर्गः,Guna: लघु,जन्तु-वात-श्लेष्म-हर,,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0253,कण्टककरञ्ज-घृतकरञ्ज,"करञ्ज, नक्तमाल, करज चिरबिल्वक",,,गुडूच्यादिवर्गः,Rasa: कटु | Guna: तीक्ष्ण | Virya: उष्ण,"योनिदोषहृत्, कुष्ठो-उदावर्त्त-गुल्मा-आर्शो-व्रण-क्रिमि-कफा-पह",,,MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0254,पत्रम्,,,,गुडूच्यादिवर्गः,Guna: लघु | Virya: उष्ण | Vipaka: कटु,"कफ-वाता-आर्शः-कृमि-शोथ-हर, भेदन, पित्तल",,,CONTEXT_DEPENDENT_HEADWORD,
BPN_0255,फलम्,,,,गुडूच्यादिवर्गः,,"कफ-वातघ्न, मेहा-आर्शः-कृमि-कुष्ठ-जित्",,,CONTEXT_DEPENDENT_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0257,गुञ्जा -श्वेत-रक्ता च,"श्वेतगुंजा, उच्चटा (श्वेतोच्चटा) कृष्णला",,,गुडूच्यादिवर्गः,,"केश्य, वात-पित्त-ज्वरा-पह, मुखशोष-भ्रम-श्वास-तृष्णा-मदविनाशन, नेत्रामयहर, वृष्य-बल्य-कण्डू-व्रणहर, कृमीन्द्रलुप्त-कुष्ठ",,,MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0259,अथ तद्बीजगुणानाह,,,,गुडूच्यादिवर्गः,,"वातशमन, वाजीकर",,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0267,फलम्,,,,गुडूच्यादिवर्गः,Rasa: स्वादु | Virya: शीत | Vipaka: गुरु,"श्लेष्मघ्न, बृंहण, बल्य, विरेचन, वात-पित्त-दाह-क्षया-अस्रजित्",,,CONTEXT_DEPENDENT_HEADWORD,
