id,herb_hindi,synonyms,herb_english,botanical_name,varga_category,classical_properties,raw_karma_sanskrit,english_symptoms,hindi_symptoms,blocking_issues,warnings
BPN_0582,वृक्षाम्लकम्,"वृक्षाम्ल, तिन्तिडीक, चुक्र, अम्लवृक्षक",,,आम्रादिफलवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0583,,,,,आम्रादिफलवर्गः,Rasa: अम्ल | Virya: उष्ण,"वातघ्न, कफ-पित्तल",,,MISSING_HEADWORD,
BPN_0584,पक्वम्,,,,आम्रादिफलवर्गः,"Rasa: कटु, तुवर, अम्ल | Guna: गुरु, लघु, रूक्ष | Virya: उष्ण","संग्राहि, रोचन, दीपन, कफवातकृत्, तृष्णा-अर्शोग्रहणी-गुल्म-शूल-हृद्रोग-जन्तुजित्",,,CONTEXT_DEPENDENT_HEADWORD,
BPN_0585,चतुरम्लम्,"अम्लवेतस, व्रुक्षाम्ल बृहज्जम्बीर निम्बुक",,,आम्रादिफलवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0586,पञ्चाम्लम्,"अम्लवेतस, व्रुक्षाम्ल बृहज्जम्बीर निम्बुक, बीजपूर",,,आम्रादिफलवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0588,सुवर्ण,"स्वर्ण, सुवर्ण, कनक, हिरण्य, हेम, हाटक, तपनीय, गाङ्गेय, कलधौत, काजन चामीकर, शातकुम्भ, कार्त्तस्वर, जाम्बूनद, जातरूप तथा महारजत",,,आम्रादिफलवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0589,अथ उत्तमसुवर्णलक्षणमाह,,,,आम्रादिफलवर्गः,"Guna: गुरु, स्निग्ध, कोमल","दाहरक्त, छेदसित, निकषकुङ्कुमप्रभ, तारशुल्बोज्झित",,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0590,अथ निकृष्टसुवर्णलक्षणमाह,,,,आम्रादिफलवर्गः,"Guna: रूक्ष, लघु","श्वेत, कठिन, विवर्ण, समल, दल, दाहछेदासितश्वेत, कषत्याज्य, स्फुट",,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0591,अथ सम्यक् मारितसुवर्णगुणानाह,,,,आम्रादिफलवर्गः,"Rasa: तिक्त, तुवर, स्वादु, पिच्छिल | Guna: गुरु | Virya: शीतल | Vipaka: स्वादु","वृष्य, बल्य, रसायन, पवित्र, बृंहण, नेत्र्य, मेधा-स्मृति-मतिप्रद, हृद्य, आयुष्कर, कान्ति-वाग्विशुद्धि-स्थिरत्वकृत्, विषद्वय-क्षय-उन्माद-त्रिदोष-ज्वर-शोषजित्",,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0592,अथ असम्यक् मारितसुवर्णदोषानाह,,,,आम्रादिफलवर्गः,,"बलस-वीर्यहर, नररोग-व्रजपोषक, असौख्यकृत्, सदा सुवर्णमशुद्धमेतन्मरणप्रद, असम्यङ्मारितं बल-वीर्य्य-नाशक,  रोग-मृत्यु-प्रदायक",,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0594,अथ उत्तमाधमयोः रूप्ययोर्लक्षणान्याह,,,,आम्रादिफलवर्गः,"Guna: गुरु, स्निग्ध, रूक्ष, लघु, मृदु","मृदु, श्वेत, दाहछेदघनक्षम, वर्णाढ्य, चन्द्रवत्स्वच्छ, रूप्य, नवगुण, शुभ, कठिन, कृत्रिम, रक्त, पीतदल, दाहच्छेदघननष्टरूप्य",,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0597,अथ ताम्रम्।  तस्योत्पत्तिमाह,,,,आम्रादिफलवर्गः,Guna: स्निग्ध,"जपाकुसुमसङ्काश, मृदु, घनक्षम, लौहनागोज्झित, मारणप्रशस्य",,,COMMENTARY_AS_HEADWORD|VERSE_OR_MULTILINE_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0598,ताम्र,"ताम्र, आंदुम्बर, शुल्ब, उदुम्बर, रविप्रिय, म्लेच्छमुख, सूर्यपर्यायनामक",,,आम्रादिफलवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0603,रङ्गम्,"रङ्ग, वङ्ग, त्रपु, पिच्चट",,,आम्रादिफलवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0604,सम्यक् मारितरङ्ग,,,,आम्रादिफलवर्गः,"Guna: लघु, रूक्ष | Virya: उष्ण","मेह-कफ-क्रिमी-पाण्डु-सश्वास-हर, चक्षुष्य, पित्तल, अखिलमेहवर्गहर, देहसौख्य-प्रबलेन्द्रियत्व-नरपुष्टिविदधाति, सर",,,MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0605,अथ यशदम्।  तस्य नामगुणानाह,"रङ्गसदृश, रीतिहेतु",,,आम्रादिफलवर्गः,"Rasa: तुवर, तिक्त | Virya: शीतल","कफ-पित्तहृत्, चक्षुष्य, मेह-पाण्डु-श्वास-नाशन",,,COMMENTARY_AS_HEADWORD|VERSE_OR_MULTILINE_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0607,अथ सीसस्य गुणानाह,,,,आम्रादिफलवर्गः,,"रङ्गगुण, विशेषात् -मेहनाशन, नागशततुल्यबल, व्याधिविनाश, जीवनविस्तारक, वह्निप्रदीपन, कामबलकर, मृत्युनाशक सन्ततसेवि",,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0609,लोहं,"शस्रक, तीक्ष्ण, पिण्ड, कालायस, अयस्",,,आम्रादिफलवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0610,अथ लोहस्य सप्तदोषानाह,,,,आम्रादिफलवर्गः,,"गुरुता, दृढता-उत्क्लेद, कश्मल, दाहकारिता, अश्मदोष, सुदुर्गन्ध",,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0611,अथ लोहगुणानाह,,,,आम्रादिफलवर्गः,"Rasa: तिक्त, मधुर, तुवर, | Guna: गुरु, रूक्ष | Virya: शीत","सर, वयस्य, चक्षुष्य, लेखन, वातल, कफ-पित्त-गर-शूल-शोथा-आर्शः-प्लीह-पाण्डुता-मेदो-मेह-क्रिमीहर, कुष्ठ-तकिट्टहर",,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0612,अथाशुद्धलोहदोषानाह,,,,आम्रादिफलवर्गः,,"षण्ढत्व-कुष्ठा-आमय-मृत्युद, हृद्रोग-शूली, अश्मरी, मानारुजप्रकोपक, हल्लास-मशुद्धलोह, जीवहारि, मदकार, आयस, चेदशुद्धिमद, पाटवकर, शरीर-हृदिरुजप्रदायक",,,COMMENTARY_AS_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0615,किट्टी,"लोहासिहानिका , सिहान, मण्डूर",,,आम्रादिफलवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0617,अथ अशुद्धसुवर्णमाक्षिकदोषानाह,,,,आम्रादिफलवर्गः,,"मन्दानलत्व, बलहानि, मुग्राविष्टम्भिता, नेत्रगदस-कुष्ठ-माला-व्रणपूर्विकाकर",,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0619,अथ अशुद्धतारमाक्षिकदोषानाह,,,,आम्रादिफलवर्गः,,"मन्दानलत्व, बलहानि, उग्रविष्टम्भिता, नेत्रगदस-कुष्ठ-माला-व्रणपूर्विकाकर",,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0626,सौवर्ण,,,,आम्रादिफलवर्गः,"Rasa: मधुर, कटु, तिक्त | Virya: शीतलं | Vipaka: कटु",,,,NO_KARMA_FOR_RECOMMENDATION,
BPN_0627,राजतं,,,,आम्रादिफलवर्गः,Rasa: कटु | Virya: शीत | Vipaka: मधुर,,,,NO_KARMA_FOR_RECOMMENDATION,
BPN_0633,अथ पारदस्य अवस्थाभेदेन नामानि सर्वश्रेष्ठतां चाह,,,,आम्रादिफलवर्गः,,"रुग्विनाशक, खेगतिक, अजरीकर, नरकुञ्जरवाजिरोगहर",,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0634,अथ फलनिर्देशपूर्वकं पारदस्थितिदोषानाह,,,,आम्रादिफलवर्गः,,देहनाशकर,,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0636,हिङ्गुलम्,"इङ्गुल, दरद, म्लेच्छ, चूर्णपारद",,,आम्रादिफलवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0637,गन्धकः,"गन्धिक, गन्धपाषाण, सौगन्धिक बली बलरस.",,,आम्रादिफलवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0638,अथ गन्धकगुणानाह,,,,आम्रादिफलवर्गः,"Rasa: कटु, तिक्त, तुवर | Virya: उष्ण | Vipaka: कटु","सर, पित्तल, जन्तु-कण्डू-विसर्प-जित्, कुष्ठ-क्षय-प्लीह-कफ-वात-रसायन-हर",,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0639,अथ अशुद्धगन्धकदोषानाह,,,,आम्रादिफलवर्गः,,"शरीरे ताप-विषमकुष्ठकर, सौख्य-रूप-बल-ओजः-अस्रनिहन",,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0641,अथ मृताभ्रकगुणानाह,,,,आम्रादिफलवर्गः,"Rasa: कषाय, मधुर | Guna: शीत",आयुष्करं धातुविवर्द्धनं च हन्यात्रिदोषं व्रण-मेह-कुष्ठ-प्लीहो-उदर-ग्रन्थि-विषक्रिमींश्च रोगान्हन्ति द्रढयति वपुर्वीर्यवृद्धि विधत्ते तारुण्याढ्यं  रमयति शतं योषितां नित्यमेव । दीर्घायुष्काञ्जनयति सुतान्विक्रमैः सिंहतुल्यान् मृत्योर्भीति हरति सततं सेव्यमानं मृताभ्रम् ।,,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0642,अथ अशुद्धाभ्रकदोषानाह,,,,आम्रादिफलवर्गः,,"देहचारुता, बहुतापञ्चाङ्गसङ्कोचपीडाकर, कफवातकुष्ठरोगकर  पीडां विधत्ते विविधां नराणां कुष्ठं क्षयं पाण्डुगदं च शोथम् । हृत्पार्श्वपीडां च करोत्यशुद्धमभ्रं त्वसिद्धं गुरु तापदं स्यात्",,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0644,अथ अशुद्धस्य असम्यक् मारितस्य च हरितालस्य दोषानाह,,,,आम्रादिफलवर्गः,,हरति च हरितालं चारुतां देहजातां सृजति च बहुतापञ्चाङ्गसङ्कोचपीडाम् । वितरति कफ-वातौ कुष्ठरोगं विदध्या दिदमाशितमशुद्धं मारितं चाप्यसम्यक ।,,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0646,अथ अशुद्धायाः तस्यादोषानाह,,,,आम्रादिफलवर्गः,,"मन्दबल, मलानुबन्ध, मूत्ररोध, सशर्कर, कृच्छ्रगद",,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0647,स्रोतो अञ्जनं सौवीरं,"यामुन, कापोताञ्जन",,,आम्रादिफलवर्गः,"Rasa: कषाय, स्वादु | Guna: स्निग्ध","चक्षुष्य, कफपित्तनुत्, लेखन, ग्राहि, च्छर्दि-विषापह, सिध्म-क्षया-अस्र-हृच्छीतसेवनं सदा बुधैः",,,MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0652,गैरिकं सुवर्णगौरिकं,"गौरिक, रक्तधातु, गौरेय, गिरिज",,,आम्रादिफलवर्गः,"Rasa: मधुर, तुवर | Guna: स्निग्ध | Virya: हिम","चक्षुष्य, दाह-पित्ता-अस्र-कफ-हिक्का-विषापह",,,MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0653,खटिका गौरखटिका,कठिनी लेखनी,,,आम्रादिफलवर्गः,Rasa: मधुरा | Guna: शीता,"दाहा-अस्रजित्-शीता, विष-शोथ-जित्, लेपादेतद्गुणाप्रोक्ता, भक्षिता-मृत्तिकासमा, गुणैस्तुल्ये",,,MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0657,सौराष्ट्री मृत्तिका,"सौराष्ट्री, तुवरी, काली, मृत्तालक, सुराष्ट्रज, आढकी, मृत्स्ना तथा सुरमृत्तिका",,,आम्रादिफलवर्गः,,स्फटिकागुणाः सर्वे सौराष्ट्रयाः,,,MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0664,अथ उत्तमः धमकङ्कुष्ठयोः लक्षणमाह,,,,आम्रादिफलवर्गः,"Guna: गुरु, स्निग्ध, लघु","श्रेष्ठ, श्याम, पीत, त्यक्तसत्त्व",,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0665,अथ कङ्कुष्ठस्य नामगुणानाह,"कङ्गुष्ठ, काककुष्ठ, विरङ्ग तथा कोलकाकुल",,,आम्रादिफलवर्गः,"Rasa: तिक्त, कटु | Virya: उष्ण","रेचन, वर्णकारक, कृमि-शोथोदरा-अध्मान-गुल्मा-आनाह-कफापह",,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0667,हीरकः,हीरक वज्र चन्द्र मणिवर,,,आम्रादिफलवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0668,अथ तद्भेदानां गुणानाह,,,,आम्रादिफलवर्गः,,"सर्वसिद्धिप्रदायक, व्याधिविध्वंसी, जरा-मृत्युहर, धनप्रद, देहस्यदार्व्यकृत्, व्याधीनाशक, वयःस्तम्भक",,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0669,अथ पुंस्रीनपुंसकभेदात् त्रिविधस्य तस्य लक्षणानिगुणानुपयोग्विषयान् चाह,,,,आम्रादिफलवर्गः,,पुरुषाः - रेखाबिन्दुविवर्जिताः | स्रियः - रेखाबिन्दुसमायुक्ताः षडस्रास्ते,,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0670,अथ अशुद्धहीरकदोषानाह,,,,आम्रादिफलवर्गः,,कुष्ठ-पार्श्वव्यथा-पाण्डु-तापङ्गुलत्वकर,,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0672,गारुत्मतम्,"मरकत अश्मगर्भा, हरिन्मणि",,,आम्रादिफलवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0673,माणिक्यम्,"पद्मराग शोणरत्न, लोहित",,,आम्रादिफलवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0674,पुष्परागः,"मन्जुमणि, वचस्पतिवल्लभ",,,आम्रादिफलवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0675,इन्द्रनीलं गोमेद,"नील, इन्द्रनील, - गोमेद, पीतरत्नक",,,आम्रादिफलवर्गः,,,,,MULTI_ENTITY_OR_GROUP_HEADWORD|NO_PROPERTIES_OR_KARMA,
BPN_0676,वैदूर्यम्,"वैदूर्य दूरज, रत्न, केतुग्रहवल्लभ",,,आम्रादिफलवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0681,विषम्,"विष, गरल, क्ष्वेड",,,आम्रादिफलवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0692,अथ विषस्य दुर्गुणानाह,,,,आम्रादिफलवर्गः,,"प्राणहर, व्यवायि, विकाशि, आग्नेय, वात-कफ-हृद्-योगवाहि, मदावह",,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0693,अथ शोधितविषस्य गुणानाह,,,,आम्रादिफलवर्गः,,"प्राणदायि, रसायन, योगवाहि, त्रिदोषघ्न, बृंहण, वीर्यवर्द्धन",,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0696,अथ शालीनां गुणानाह,,,,धान्यवर्गः,"Rasa: मधुर, कषाय | Guna: लघु, स्निग्ध | Virya: शीत","बल्या, बद्धाल्पवर्चस, रुच्य, स्वर्य, वृष्य, बृंहण, अल्पा-अनिल-कफा, पित्तघ्न, मूत्रल",,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0704,पुराण,,,,धान्यवर्गः,Guna: लघु,,,,NO_KARMA_FOR_RECOMMENDATION,
BPN_0709,षष्टिकाः,"षष्टिक, शतपुष्प, प्रमोदक, मुकुन्दक, महाषष्टिक",,,धान्यवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0713,अथ तेषां गुणानाह,,,,धान्यवर्गः,"Rasa: कषाय, मधुर | Guna: रूक्ष, गुरु, मृदु | Virya: शीत | Vipaka: कटु","लेखन, तिलवत्पथ्य, मेधाऽ-अग्निवर्धक, अनभिष्यन्दी, स्वर्य, बलकर, बहुवातमल, वर्णस्थैर्यकारी, पिच्छिल, कण्ठ-त्वगा-आमय-श्लेष्म-पित्त-मेद-प्रणाशन, पीनस-श्वास-कासो-उरुस्तम्भ-लोहित-तृट्प्रणुत्",,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0715,अथ गोधूमगुणानाह,,,,धान्यवर्गः,"Rasa: मधुर | Guna: गुरु, स्निग्ध, | Virya: शीत","वात-पित्तहर, कफ-शुक्रप्रद, बल्य, सन्धानकृत्, सर, जीवन, बृंहण, वर्ण्य, व्रण्य, रुच्य, स्थिरत्वकृत्",,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0717,शिम्बीधान्यम्,"यमीज, शिम्बिज, शिम्बीभव, सूप्य, वैदल",,,धान्यवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0718,अथ शिम्बीधान्यस्य गुणानाह,,,,धान्यवर्गः,"Rasa: मधुर, कषाय | Guna: रूक्ष | Virya: शीत | Vipaka: कटु","वातल, कफ-पित्तघ्न, बद्धमूत्रमला, आध्मानकारिण",,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0732,कलायः,"कलाय, वर्त्तुल, सतीन, हरेणुक",,,धान्यवर्गः,Rasa: मधुर | Guna: रूक्ष | Virya: शीतल | Vipaka: स्वादु,,,,NO_KARMA_FOR_RECOMMENDATION,
BPN_0741,"सर्षपः, रक्तः, पीतः","क्षव, क्षुताभिजनक, कृष्णिका, कृष्णसर्षप, सिद्धार्थ",,,धान्यवर्गः,"Rasa: कटु, तिक्त | Guna: स्निग्ध, तीक्ष्ण, | Virya: उष्ण | Vipaka: कटु","सतिक्त, कफ-वातघ्न, रक्त-पित्ता-अग्निवर्धन, रक्षोहर, कण्डू-कुष्ठ-कोष्ठ-क्रिमिग्रहापह",,,MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0742,"राजिका, कृष्णराजिका","राजी, राजिका, तीक्ष्णगन्धा, क्षुज्जनिका, आसुरी",,,धान्यवर्गः,"Guna: तीक्ष्ण, रुक्ष | Virya: उष्ण","रक्त-पित्तकृत्, किञ्चित् रूक्षाऽग्निदा, कण्डू-कुष्ठ-कोष्ठ-क्रिमीहर, अतितीक्ष्ण, कफपित्तघ्नी",,,MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0747,अथ कोद्रवः वनकोद्रवश्च । तयोर्णामानि गुणाँश्चाह,"कोद्रव, कोरदूष",,,धान्यवर्गः,Virya: उष्ण,"पित्त-कफापह, उद्दाल, ग्राही, अतिवातकर",,,COMMENTARY_AS_HEADWORD|VERSE_OR_MULTILINE_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0749,,उद्दाल,,,धान्यवर्गः,Virya: उष्ण,"ग्राही, भृशवातकर",,,MISSING_HEADWORD,
BPN_0757,वर्षोषितं,,,,धान्यवर्गः,,"पथ्य, लघुतर",,,CONTEXT_DEPENDENT_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0758,वर्षोषितं,,,,धान्यवर्गः,,सर्वधान्यं गौरवपरिमुञ्चति,,,CONTEXT_DEPENDENT_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0759,नवा यवगोधूमतिलमाषा,,,,धान्यवर्गः,,हिताः,,,MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0761,अथ शाकानां गुणानाह,,"प्रायः शाकानि सर्वाणि विष्टम्भीनि गुरूणि च |	
	
रूक्षाणि बहुवर्चांसि सृष्टविण्मारुतानि च ||२||	
	
शाकं भिनत्ति वपुरस्थि निहन्ति नेत्रं वर्णं विनाशयति रक्तमथापि शुक्रम् |	
	
प्रज्ञाक्षयं च कुरुते पलितं च नूनं हन्ति स्मृतिं गतिमिति प्रवदन्ति तज्ज्ञाः ||३||	
	
शाकेषु सर्वेषु वसन्ति रोगास्ते हेतवो देहविनाशनाय |	
	
तस्माद् बुधः शाकविवर्जनं तु कुर्यात्तथाम्लेषु स एव दोषः ||४||",,धान्यवर्गः,"Guna: गुरूणि, रूक्षाणि","विष्टम्भीनि, बहुवर्चासि, सृष्टविण्मारुतानि, प्रज्ञाक्षय, स्मृतिहर",,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,LEGACY_HERB_ENGLISH_CONTAINS_SANSKRIT_TEXT
BPN_0762,"पत्रशाकानि, वास्तूकद्वयम्","वास्तूक, वास्तुक, क्षारपत्र, शाकराट्","वास्तूकं वास्तुकं च स्यात्क्षारपत्रं च शाकराट् |

तदेव तु बृहत्पत्रं रक्तं स्याद् गौडवास्तुकम् |

प्रायशो यवमध्ये स्याद्यवशाकमतः स्मृतम् ||५||

वास्तूकद्वितयं स्वादु क्षारं पाके कटूदितम् |

दीपनं पाचनं रुच्यं लघु शुक्रबलप्रदम् |

सरं प्लीहास्रपित्तार्शःकृमिदोषत्रयापहम् ||६||",,धान्यवर्गः,"Rasa: स्वादु, क्षार, | Guna: लघु | Vipaka: कटु","दीपन, पाचन, रुच्य, शुक्र-बलप्रद, सर, प्लीह-अस्र-पित्त-आर्शः-कृमि-दोषत्रयापह",,,HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,LEGACY_HERB_ENGLISH_CONTAINS_SANSKRIT_TEXT
BPN_0764,श्वेतरक्तमारिषौ,"मारिष, वाष्पक, मार्ष","मारिषो बाष्पको मार्षः श्वेतो रक्तश्च स स्मृतः |

मारिषो मधुरः शीतो विष्टम्भी पित्तनुद् गुरुः |

वातश्लेष्मकरो रक्तपित्तनुद्विषमाग्निजित् ||८||

रक्तमार्षो गुरुर्नातिसक्षारो मधुरः सरः |

श्लेष्मलः कटुकः पाके स्वल्पदोष उदीरितः ||९||",,धान्यवर्गः,,,,,NO_PROPERTIES_OR_KARMA,LEGACY_HERB_ENGLISH_CONTAINS_SANSKRIT_TEXT
BPN_0773,"लोणी, बृहल्लोणी","लोणा, लोणी, घोटिका","लोणा लोणी च कथिता बृहल्लोणी तु घोटिका |

लोणी रूक्षा स्मृता गुर्वी वातश्लेष्महरी पटुः |

अर्शोघ्नी दीपनी चाम्ला मन्दाग्निविषनाशिनी ||१६||

घोटिकाऽम्ला सरा चोष्णा वातकृत्कफपित्तहृत् |

वाग्दोषव्रणगुल्मघ्नी श्वासकासप्रमेहनुत् |

शोथलोचनरोगे च हिता तज्ज्ञैरुदाहृता ||१७||",,धान्यवर्गः,,,,,MULTI_ENTITY_OR_GROUP_HEADWORD|NO_PROPERTIES_OR_KARMA,LEGACY_HERB_ENGLISH_CONTAINS_SANSKRIT_TEXT
BPN_0782,द्रोणपुष्पी पत्रम्,,"द्रोणपुष्पीदलं स्वादु रूक्षं गुरु च पित्तकृत् |

भेदनं कामलाशोथमेहज्वरहरं कटु ||२७||",,धान्यवर्गः,"Rasa: कटु, स्वादु | Guna: रूक्ष, गुरु","पित्तकृत्, भेदन, कामला-शोथ-मेह-ज्वरहर",,,MULTI_ENTITY_OR_GROUP_HEADWORD,LEGACY_HERB_ENGLISH_CONTAINS_SANSKRIT_TEXT
BPN_0793,सर्षपं शाकम्,,"कटुकं सार्षपं शाकं बहुमूत्रमलं गुरु |

अम्लपाकं विदाहि स्यादुष्णं रूक्षं त्रिदोषजित् |

सक्षारलवणं तीक्ष्णं स्वादु शाकेषु निन्दितम् ||३९||",,धान्यवर्गः,"Rasa: स्वादु, कटु, सक्षारलवणं | Guna: गुरु, रूक्ष, तीक्ष्ण, | Virya: उष्ण | Vipaka: अम्ल","बहुमूत्रमल, विदाहि, त्रिदोषकृत्, सक्षारलवण, शाकनिन्दित",,,MULTI_ENTITY_OR_GROUP_HEADWORD,LEGACY_HERB_ENGLISH_CONTAINS_SANSKRIT_TEXT
BPN_0794,"पुष्पशाकानि, अगस्तिपुष्पम्",,"अगस्तिकुसुमं शीतं चातुर्थिकनिवारणम् |

नक्तान्ध्यनाशनं तिक्तं कषायं कटुपाकि च |

पीनसश्लेष्मपित्तघ्नं वातघ्नं मुनिभिर्मतम् ||४०||",,धान्यवर्गः,"Rasa: तिक्त, कषाय, , | Virya: शीत | Vipaka: कटु","चातुर्थिकनिवारण, नक्तान्ध्यनाशन, पीनस-श्लेष्म-पित्तघ्न, वातघ्न",,,HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,LEGACY_HERB_ENGLISH_CONTAINS_SANSKRIT_TEXT
